YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE,Diff,Upset,Matchup
1988,1,4,UNLV,54,13,Missouri State,50,9,0,13-4
1988,1,6,Villanova,82,11,Arkansas,74,5,0,11-6
1988,1,1,Arizona,90,16,Cornell,50,15,0,16-1
1988,1,6,Kansas,85,11,Xavier,72,5,0,11-6
1988,1,2,Kentucky,99,15,Southern,84,13,0,15-2
1988,1,8,Auburn,90,9,Bradley,86,1,0,9-8
1988,1,8,Georgetown,66,9,LSU,63,1,0,9-8
1988,1,5,Georgia Tech,90,12,Iowa State,78,7,0,12-5
1988,1,3,Illinois,81,14,Texas-San Antonio,72,11,0,14-3
1988,1,3,Michigan,63,14,Boise State,58,11,0,14-3
1988,1,2,Pittsburgh,108,15,Eastern Michigan,90,13,0,15-2
1988,1,14,Murray St.,78,3,North Carolina State,75,-11,1,14-3
1988,1,1,Oklahoma,94,16,Chattanooga,66,15,0,16-1
1988,1,5,DePaul,83,12,Wichita State,62,7,0,12-5
1988,1,2,North Carolina,83,15,North Texas,65,13,0,15-2
1988,1,5,Louisville,70,12,Oregon State,61,7,0,12-5
1988,1,11,Rhode Island,87,6,Missouri,80,-5,1,11-6
1988,1,13,Richmond,72,4,Indiana,69,-9,1,13-4
1988,1,4,Brigham Young,98,13,Charlotte,92,9,0,13-4
1988,1,6,Florida,62,11,St. John's,59,5,0,11-6
1988,1,5,Iowa,102,12,Florida State,98,7,0,12-5
1988,1,10,Loyola Marymount,119,7,Wyoming,115,-3,1,10-7
1988,1,9,Memphis,75,8,Baylor,60,-1,1,9-8
1988,1,7,Maryland,92,10,UC Santa Barbara,82,3,0,10-7
1988,1,8,Seton Hall,80,9,UTEP,64,1,0,9-8
1988,1,7,Vanderbilt,80,10,Utah State,77,3,0,10-7
1987,6,1,Indiana,74,2,Syracuse,73,1,0,2-1
1987,5,2,Syracuse,77,6,Providence,63,4,0,6-2
1987,5,1,Indiana,97,1,UNLV,93,0,0,1-1
1987,4,1,UNLV,84,2,Iowa,81,1,0,2-1
1987,4,6,Providence,88,1,Georgetown,73,-5,1,6-1
1987,4,2,Syracuse,79,1,North Carolina,75,-1,1,2-1
1987,4,1,Indiana,77,10,LSU,76,9,0,10-1
1987,3,6,Providence,103,2,Alabama,82,-4,1,6-2
1987,3,1,UNLV,92,12,Wyoming,78,11,0,12-1
1987,3,1,Georgetown,70,5,Kansas,57,4,0,5-1
1987,3,2,Iowa,93,6,Oklahoma,91,4,0,6-2
1987,3,10,LSU,63,3,DePaul,58,-7,1,10-3
1987,3,1,North Carolina,74,5,Notre Dame,68,4,0,5-1
1987,3,1,Indiana,88,5,Duke,82,4,0,5-1
1987,3,2,Syracuse,87,6,Florida,81,4,0,6-2
1987,2,5,Duke,65,13,Xavier,60,8,0,13-5
1987,2,6,Providence,90,14,Austin Peay,87,8,0,14-6
1987,2,3,DePaul,83,6,St. John's,75,3,0,6-3
1987,2,2,Iowa,84,7,UTEP,82,5,0,7-2
1987,2,1,UNLV,80,9,Kansas State,61,8,0,9-1
1987,2,5,Kansas,67,13,Missouri State,63,8,0,13-5
1987,2,10,LSU,72,2,Temple,62,-8,1,10-2
1987,2,1,Georgetown,82,9,Ohio State,79,8,0,9-1
1987,2,6,Oklahoma,96,3,Pittsburgh,93,-3,1,6-3
1987,2,5,Notre Dame,58,4,TCU,57,-1,1,5-4
1987,2,1,North Carolina,109,9,Michigan,97,8,0,9-1
1987,2,1,Indiana,107,8,Auburn,90,7,0,8-1
1987,2,6,Florida,85,3,Purdue,66,-3,1,6-3
1987,2,2,Syracuse,104,10,Western Kentucky,86,8,0,10-2
1987,2,12,Wyoming,78,4,UCLA,68,-8,1,12-4
1987,2,2,Alabama,101,7,New Orleans,76,5,0,7-2
1987,1,5,Duke,58,12,Texas A&M,51,7,0,12-5
1987,1,2,Syracuse,79,15,Georgia Southern,73,13,0,15-2
1987,1,6,Providence,90,11,Alabama-Birmingham,68,5,0,11-6
1987,1,3,Purdue,104,14,Northeastern,95,11,0,14-3
1987,1,6,St. John's,57,11,Wichita State,55,5,0,11-6
1987,1,2,Temple,75,15,Southern,56,13,0,15-2
1987,1,7,UTEP,98,10,Arizona,91,3,0,10-7
1987,1,1,UNLV,95,16,Idaho State,70,15,0,16-1
1987,1,2,Alabama,88,15,North Carolina A&T,71,13,0,15-2
1987,1,5,Kansas,66,12,Houston,55,7,0,12-5
1987,1,9,Ohio State,91,8,Kentucky,77,-1,1,9-8
1987,1,8,Auburn,62,9,San Diego,61,1,0,9-8
1987,1,1,Georgetown,75,16,Bucknell,53,15,0,16-1
1987,1,9,Kansas State,82,8,Georgia,79,-1,1,9-8
1987,1,10,LSU,85,7,Georgia Tech,79,-3,1,10-7
1987,1,14,Austin Peay,68,3,Illinois,67,-11,1,14-3
1987,1,3,Pittsburgh,93,14,Marist,68,11,0,14-3
1987,1,6,Oklahoma,74,11,Tulsa,69,5,0,11-6
1987,1,3,DePaul,76,14,Louisiana Tech,62,11,0,14-3
1987,1,5,Notre Dame,84,12,Middle Tennessee State,71,7,0,12-5
1987,1,1,North Carolina,113,16,Penn,82,15,0,16-1
1987,1,13,Xavier,70,4,Missouri,69,-9,1,13-4
1987,1,12,Wyoming,64,5,Virginia,60,-7,1,12-5
1987,1,10,Western Kentucky,64,7,West Virginia,62,-3,1,10-7
1987,1,1,Indiana,92,16,Fairfield,58,15,0,16-1
1987,1,13,Missouri State,65,4,Clemson,60,-9,1,13-4
1987,1,6,Florida,82,11,North Carolina State,70,5,0,11-6
1987,1,2,Iowa,99,15,Santa Clara,76,13,0,15-2
1987,1,9,Michigan,97,8,Navy,82,-1,1,9-8
1987,1,4,TCU,76,13,Marshall,60,9,0,13-4
1987,1,4,UCLA,92,13,Central Michigan,73,9,0,13-4
1987,1,7,New Orleans,83,10,Brigham Young,79,3,0,10-7
1986,6,2,Louisville,72,1,Duke,69,-1,1,2-1
1986,5,1,Duke,71,1,Kansas,67,0,0,1-1
1986,5,2,Louisville,88,11,LSU,77,9,0,11-2
1986,4,1,Duke,71,7,Navy,50,6,0,7-1
1986,4,1,Kansas,75,6,North Carolina State,67,5,0,6-1
1986,4,11,LSU,59,1,Kentucky,57,-10,1,11-1
1986,4,2,Louisville,84,8,Auburn,76,6,0,8-2
1986,3,1,Duke,74,12,DePaul,67,11,0,12-1
1986,3,1,Kansas,96,5,Michigan State,86,4,0,5-1
1986,3,11,LSU,70,2,Georgia Tech,64,-9,1,11-2
1986,3,1,Kentucky,68,5,Alabama,63,4,0,5-1
1986,3,8,Auburn,70,4,UNLV,63,-4,1,8-4
1986,3,6,North Carolina State,70,7,Iowa State,66,1,0,7-6
1986,3,2,Louisville,94,3,North Carolina,79,1,0,3-2
1986,3,7,Navy,71,14,Cleveland State,70,7,0,14-7
1986,2,1,Duke,89,8,Old Dominion,61,7,0,8-1
1986,2,8,Auburn,81,1,St. John's,65,-7,1,8-1
1986,2,2,Georgia Tech,66,10,Villanova,61,8,0,10-2
1986,2,5,Alabama,58,4,Illinois,56,-1,1,5-4
1986,2,1,Kansas,65,9,Temple,43,8,0,9-1
1986,2,11,LSU,83,3,Memphis,81,-8,1,11-3
1986,2,3,North Carolina,77,6,Alabama-Birmingham,59,3,0,6-3
1986,2,1,Kentucky,71,8,Western Kentucky,64,7,0,8-1
1986,2,4,UNLV,70,5,Maryland,64,1,0,5-4
1986,2,5,Michigan State,80,4,Georgetown,68,-1,1,5-4
1986,2,7,Iowa State,72,2,Michigan,69,-5,1,7-2
1986,2,7,Navy,97,2,Syracuse,85,-5,1,7-2
1986,2,6,North Carolina State,80,14,Arkansas-Little Rock,66,8,0,14-6
1986,2,12,DePaul,74,4,Oklahoma,69,-8,1,12-4
1986,2,14,Cleveland State,75,6,St. Joseph's,69,-8,1,14-6
1986,2,2,Louisville,82,7,Bradley,68,5,0,7-2
1986,1,1,Duke,85,16,Mississippi Valley State,78,15,0,16-1
1986,1,2,Syracuse,101,15,Brown,52,13,0,15-2
1986,1,11,LSU,94,6,Purdue,87,-5,1,11-6
1986,1,1,St. John's,83,16,Montana State,74,15,0,16-1
1986,1,4,UNLV,74,13,Louisiana-Monroe,51,9,0,13-4
1986,1,5,Alabama,97,12,Xavier,80,7,0,12-5
1986,1,10,Villanova,71,7,Virginia Tech,62,-3,1,10-7
1986,1,1,Kansas,71,16,North Carolina A&T,46,15,0,16-1
1986,1,6,Alabama-Birmingham,66,11,Missouri,64,5,0,11-6
1986,1,1,Kentucky,75,16,Davidson,55,15,0,16-1
1986,1,8,Auburn,73,9,Arizona,63,1,0,9-8
1986,1,4,Georgetown,70,13,Texas Tech,64,9,0,13-4
1986,1,2,Georgia Tech,68,15,Marist,53,13,0,15-2
1986,1,4,Illinois,75,13,Fairfield,51,9,0,13-4
1986,1,5,Maryland,69,12,Pepperdine,64,7,0,12-5
1986,1,3,Memphis,95,14,Ball State,63,11,0,14-3
1986,1,2,Michigan,70,15,Akron,64,13,0,15-2
1986,1,5,Michigan State,72,12,Washington,70,7,0,12-5
1986,1,7,Iowa State,81,10,Miami (Ohio),79,3,0,10-7
1986,1,7,Navy,87,10,Tulsa,68,3,0,10-7
1986,1,6,North Carolina State,66,11,Iowa,64,5,0,11-6
1986,1,4,Oklahoma,80,13,Northeastern,74,9,0,13-4
1986,1,14,Arkansas-Little Rock,90,3,Notre Dame,83,-11,1,14-3
1986,1,3,North Carolina,84,14,Utah,72,11,0,14-3
1986,1,9,Temple,61,8,Jacksonville,50,-1,1,9-8
1986,1,2,Louisville,93,15,Drexel,73,13,0,15-2
1986,1,8,Old Dominion,72,9,West Virginia,64,1,0,9-8
1986,1,6,St. Joseph's,60,11,Richmond,59,5,0,11-6
1986,1,12,DePaul,72,5,Virginia,68,-7,1,12-5
1986,1,8,Western Kentucky,67,9,Nebraska,59,1,0,9-8
1986,1,7,Bradley,83,10,UTEP,65,3,0,10-7
1986,1,14,Cleveland State,83,3,Indiana,79,-11,1,14-3
1985,6,8,Villanova,66,1,Georgetown,64,-7,1,8-1
1985,5,1,Georgetown,77,1,St. John's,59,0,0,1-1
1985,5,8,Villanova,52,2,Memphis,45,-6,1,8-2
1985,4,1,St. John's,69,3,North Carolina State,60,2,0,3-1
1985,4,8,Villanova,56,2,North Carolina,44,-6,1,8-2
1985,4,1,Georgetown,60,2,Georgia Tech,54,1,0,2-1
1985,4,2,Memphis,63,1,Oklahoma,61,-1,1,2-1
1985,3,2,Memphis,59,11,Boston College,57,9,0,11-2
1985,3,1,St. John's,86,12,Kentucky,70,11,0,12-1
1985,3,8,Villanova,46,5,Maryland,43,-3,1,8-5
1985,3,2,North Carolina,62,11,Auburn,56,9,0,11-2
1985,3,1,Georgetown,65,4,Loyola (Ill.),53,3,0,4-1
1985,3,2,Georgia Tech,61,3,Illinois,53,1,0,3-2
1985,3,3,North Carolina State,61,7,Alabama,55,4,0,7-3
1985,3,1,Oklahoma,86,5,Louisiana Tech,84,4,0,5-1
1985,2,2,Georgia Tech,70,7,Syracuse,53,5,0,7-2
1985,2,11,Boston College,74,3,Duke,73,-8,1,11-3
1985,2,1,St. John's,68,9,Arkansas,65,8,0,9-1
1985,2,4,Loyola (Ill.),70,5,Southern Methodist,57,1,0,5-4
1985,2,3,North Carolina State,86,11,UTEP,73,8,0,11-3
1985,2,7,Alabama,63,2,Virginia Commonwealth,59,-5,1,7-2
1985,2,2,Memphis,67,7,Alabama-Birmingham,66,5,0,7-2
1985,2,11,Auburn,66,3,Kansas,64,-8,1,11-3
1985,2,1,Georgetown,63,8,Temple,46,7,0,8-1
1985,2,3,Illinois,74,6,Georgia,58,3,0,6-3
1985,2,12,Kentucky,64,4,UNLV,61,-8,1,12-4
1985,2,5,Louisiana Tech,79,4,Ohio State,67,-1,1,5-4
1985,2,5,Maryland,64,13,Navy,59,8,0,13-5
1985,2,8,Villanova,59,1,Michigan,55,-7,1,8-1
1985,2,1,Oklahoma,75,9,Illinois State,69,8,0,9-1
1985,2,2,North Carolina,60,7,Notre Dame,58,5,0,7-2
1985,1,3,Duke,75,14,Pepperdine,62,11,0,14-3
1985,1,7,Syracuse,70,10,DePaul,65,3,0,10-7
1985,1,11,Auburn,59,6,Purdue,58,-5,1,11-6
1985,1,1,St. John's,83,16,Southern,59,15,0,16-1
1985,1,9,Illinois State,58,8,Southern California,55,-1,1,9-8
1985,1,5,Southern Methodist,85,12,Old Dominion,68,7,0,12-5
1985,1,8,Temple,60,9,Virginia Tech,57,1,0,9-8
1985,1,11,Boston College,55,6,Texas Tech,53,-5,1,11-6
1985,1,11,UTEP,79,6,Tulsa,75,-5,1,11-6
1985,1,4,UNLV,85,13,San Diego State,80,9,0,13-4
1985,1,8,Villanova,51,9,Dayton,49,1,0,9-8
1985,1,7,Alabama,50,10,Arizona,41,3,0,10-7
1985,1,2,Virginia Commonwealth,81,15,Marshall,65,13,0,15-2
1985,1,12,Kentucky,66,5,Washington,58,-7,1,12-5
1985,1,3,Kansas,49,14,Ohio,38,11,0,14-3
1985,1,13,Navy,78,4,LSU,55,-9,1,13-4
1985,1,7,Alabama-Birmingham,70,10,Michigan State,68,3,0,10-7
1985,1,1,Georgetown,68,16,Lehigh,43,15,0,16-1
1985,1,6,Georgia,67,11,Wichita State,59,5,0,11-6
1985,1,2,Georgia Tech,65,15,Mercer,58,13,0,15-2
1985,1,3,Illinois,76,14,Northeastern,57,11,0,14-3
1985,1,5,Louisiana Tech,78,12,Pittsburgh,54,7,0,12-5
1985,1,4,Loyola (Ill.),59,13,Iona,58,9,0,13-4
1985,1,5,Maryland,69,12,Miami (Ohio),68,7,0,12-5
1985,1,2,Memphis,67,15,Penn,55,13,0,15-2
1985,1,1,Michigan,59,16,Fairleigh Dickinson,55,15,0,16-1
1985,1,9,Arkansas,63,8,Iowa,54,-1,1,9-8
1985,1,3,North Carolina State,65,14,Nevada,56,11,0,14-3
1985,1,4,Ohio State,75,13,Iowa State,64,9,0,13-4
1985,1,1,Oklahoma,96,16,North Carolina A&T,83,15,0,16-1
1985,1,7,Notre Dame,79,10,Oregon State,70,3,0,10-7
1985,1,2,North Carolina,76,15,Middle Tennessee State,57,13,0,15-2
